Wall time,Step,Value
1774895637.2432141,1,2.7667853832244873
1774895718.726651,2,2.764660358428955
1774895799.7150888,3,2.760870933532715
1774895882.8153338,4,2.757127285003662
1774895964.549448,5,2.755939483642578
1774896060.921817,6,2.7555670738220215
1774896142.3944042,7,2.7561800479888916
1774896223.353091,8,2.752920389175415
1774896305.704896,9,2.7519192695617676
1774896387.1489868,10,2.750271797180176
1774896495.871278,11,2.7459380626678467
1774896574.537096,12,2.7406604290008545
1774896651.645736,13,2.7407567501068115
1774896728.9966369,14,2.7407288551330566
1774896805.4417799,15,2.7397212982177734
1774896921.334469,16,2.7374730110168457
1774897002.792115,17,2.734196424484253
1774897082.570125,18,2.730849027633667
1774897161.722383,19,2.726335287094116
1774897243.234721,20,2.7207746505737305
1774897359.89745,21,2.719789743423462
1774897439.604492,22,2.721478223800659
1774897519.453394,23,2.7212352752685547
1774897599.13084,24,2.7221808433532715
1774897681.159543,25,2.724135637283325
1774897796.36363,26,2.7210612297058105
1774897876.8874528,27,2.722500801086426
1774897957.233289,28,2.716216802597046
1774898037.089495,29,2.7122726440429688
1774898117.3137941,30,2.7058563232421875
1774898233.753366,31,2.7079648971557617
1774898311.7282329,32,2.6984362602233887
1774898389.887413,33,2.6942312717437744
1774898466.5091572,34,2.698089599609375
1774898545.0691772,35,2.698275327682495
1774898658.7070038,36,2.698622465133667
1774898736.2291148,37,2.696739673614502
1774898814.79938,38,2.697169542312622
1774898892.977232,39,2.6951661109924316
1774898971.555219,40,2.7010223865509033
1774899083.728183,41,2.6997365951538086
1774899159.673763,42,2.704056978225708
1774899236.817626,43,2.699695587158203
1774899312.7062342,44,2.695693016052246
1774899388.981466,45,2.6942553520202637
1774899501.4480278,46,2.697499990463257
1774899579.003834,47,2.6934518814086914
1774899655.696921,48,2.6851108074188232
1774899732.6178281,49,2.689776659011841
1774899809.921726,50,2.6829750537872314
1774899921.285681,51,2.6806647777557373
1774899998.448629,52,2.67405104637146
1774900075.0993972,53,2.6730258464813232
1774900152.6075609,54,2.6777758598327637
1774900232.4803169,55,2.677448272705078
1774900344.510829,56,2.6808993816375732
1774900420.968247,57,2.679109811782837
1774900497.346499,58,2.670978546142578
1774900575.3781629,59,2.6774871349334717
1774900655.4221902,60,2.673835515975952
1774900768.1924129,61,2.672830104827881
1774900847.728807,62,2.6717774868011475
1774900926.777475,63,2.6661109924316406
1774901007.230824,64,2.6632890701293945
1774901088.755886,65,2.6556990146636963
1774901202.822987,66,2.6538734436035156
1774901281.488296,67,2.6606454849243164
1774901360.016999,68,2.6608524322509766
1774901438.8914182,69,2.6605188846588135
1774901516.3272939,70,2.6620824337005615
1774901630.9446359,71,2.655618190765381
1774901710.470502,72,2.652207612991333
1774901789.824657,73,2.645732879638672
1774901870.422793,74,2.654684066772461
