Wall time,Step,Value
1774905365.1613529,1,1.9966790676116943
1774905443.700684,2,1.2698856592178345
1774905524.763329,3,1.6345546245574951
1774905604.4986722,4,1.4874863624572754
1774905684.1121972,5,0.9925403594970703
1774905776.394318,6,0.4525105953216553
1774905855.3892689,7,0.4837126135826111
1774905933.245885,8,0.07907990366220474
1774906010.585202,9,0.6374302506446838
1774906090.104936,10,0.28653770685195923
1774906200.932927,11,2.2663216590881348
1774906281.756438,12,2.53334641456604
1774906364.931529,13,2.445807695388794
1774906447.346684,14,2.153064727783203
1774906532.059307,15,2.7764768600463867
1774906649.567748,16,2.569286584854126
1774906733.6331599,17,1.9775187969207764
1774906816.496136,18,2.82586932182312
1774906900.1454751,19,2.2765989303588867
1774906982.679523,20,1.947934865951538
1774907100.741966,21,2.204214096069336
1774907177.6295092,22,3.128371477127075
1774907255.6524642,23,1.8672654628753662
1774907332.791403,24,1.475643515586853
1774907408.873852,25,2.636470317840576
1774907523.438281,26,2.2389049530029297
1774907601.3454652,27,2.891453504562378
1774907685.946815,28,1.9150320291519165
1774907767.208041,29,2.211578845977783
1774907849.3125172,30,1.9257757663726807
1774907963.599909,31,2.380112648010254
1774908042.978485,32,1.5553635358810425
1774908121.311408,33,1.8422640562057495
1774908199.257455,34,2.064795732498169
1774908277.4358149,35,1.4359267950057983
1774908394.179303,36,2.3530688285827637
1774908475.416288,37,1.4123454093933105
1774908553.005327,38,2.0278584957122803
1774908635.10824,39,1.0867916345596313
1774908714.589581,40,2.583131790161133
1774908830.5440571,41,2.3781557083129883
1774908910.343075,42,2.0145552158355713
1774908988.485523,43,2.2807397842407227
1774909067.9104,44,2.237034559249878
1774909149.1717062,45,2.2609329223632812
1774909262.748363,46,2.4387190341949463
1774909343.242377,47,1.8442656993865967
1774909424.833308,48,1.9914720058441162
1774909506.001046,49,2.16780424118042
1774909588.2310798,50,1.8476943969726562
1774909706.403967,51,2.1408069133758545
1774909786.9742122,52,1.9777350425720215
1774909867.8278651,53,1.7209396362304688
1774909947.080676,54,1.8751684427261353
1774910027.3200939,55,1.228003740310669
1774910143.376556,56,2.321289539337158
1774910222.872973,57,1.6952886581420898
1774910302.084801,58,1.3419307470321655
1774910383.28141,59,2.548628568649292
1774910462.607195,60,1.9688982963562012
1774910584.4324028,61,2.4743902683258057
1774910665.0757911,62,2.2194747924804688
1774910746.7798882,63,1.8056612014770508
1774910827.994666,64,1.5335381031036377
1774910911.04107,65,2.039591073989868
1774911025.348033,66,1.478610634803772
1774911104.382529,67,0.5994075536727905
1774911184.354291,68,1.960325002670288
1774911265.19751,69,1.4396605491638184
1774911347.971267,70,0.7709842920303345
1774911466.719214,71,0.8832772970199585
1774911545.834163,72,2.777845621109009
1774911627.368899,73,2.3867063522338867
1774911707.7778518,74,2.4682860374450684
1774911789.10302,75,2.5679643154144287
1774911906.65978,76,1.1780200004577637
1774911987.88305,77,1.7006480693817139
1774912065.987092,78,1.7813198566436768
1774912144.7503061,79,2.2825160026550293
1774912228.135744,80,2.0058951377868652
1774912344.9362712,81,1.9897643327713013
1774912424.894913,82,2.3167505264282227
