Wall time,Step,Value
1774895588.220178,1,29.479164123535156
1774895666.37243,2,29.03125
1774895748.24995,3,29.781251907348633
1774895831.0131269,4,31.854167938232422
1774895913.071777,5,30.656251907348633
1774896009.250966,6,30.072917938232422
1774896091.258139,7,29.489582061767578
1774896172.544238,8,29.27083396911621
1774896254.1004229,9,30.45833396911621
1774896337.131528,10,30.61458396911621
1774896445.4114728,11,30.59375
1774896525.493257,12,30.95833396911621
1774896603.533406,13,30.541667938232422
1774896680.6354408,14,30.59375
1774896757.3837361,15,29.77083396911621
1774896870.131816,16,29.3125
1774896951.665201,17,29.708332061767578
1774897032.751078,18,30.35416603088379
1774897111.6012092,19,30.625
1774897192.784349,20,30.45833396911621
1774897310.257524,21,31.20833396911621
1774897389.199709,22,31.447917938232422
1774897470.0597188,23,30.822914123535156
1774897549.266052,24,30.656248092651367
1774897629.5548532,25,30.229169845581055
1774897746.699956,26,30.72916603088379
1774897826.323232,27,31.645832061767578
1774897907.512685,28,31.958335876464844
1774897987.410708,29,31.437498092651367
1774898066.884723,30,32.36458206176758
1774898183.131982,31,31.26041603088379
1774898263.018037,32,32.72916793823242
1774898341.764121,33,33.05208206176758
1774898418.4252238,34,31.822914123535156
1774898495.5080361,35,32.85416793823242
1774898610.082481,36,31.395832061767578
1774898688.023573,37,30.63541603088379
1774898766.231149,38,30.572917938232422
1774898844.4564228,39,29.520835876464844
1774898922.8257651,40,31.21875
1774899036.145111,41,30.42708396911621
1774899112.200356,42,30.666667938232422
1774899188.490488,43,30.947917938232422
1774899265.384019,44,30.927085876464844
1774899341.375062,45,31.20833396911621
1774899453.016614,46,31.40625
1774899531.4951859,47,30.625
1774899607.502132,48,30.562501907348633
1774899684.698147,49,30.45833396911621
1774899762.1101062,50,30.875
1774899873.449343,51,31.33333396911621
1774899950.465287,52,30.854167938232422
1774900027.25459,53,31.10416603088379
1774900103.925355,54,30.531251907348633
1774900183.070123,55,30.916667938232422
1774900296.767627,56,30.84375
1774900373.7138681,57,31.239587783813477
1774900449.274868,58,30.812501907348633
1774900526.940385,59,30.854167938232422
1774900605.700755,60,31.11458396911621
1774900719.6205618,61,31.86458396911621
1774900797.756124,62,31.28125
1774900877.26426,63,31.729167938232422
1774900957.244952,64,31.177082061767578
1774901037.4472,65,30.802082061767578
1774901153.409167,66,32.19791793823242
1774901232.2417002,67,31.33333396911621
1774901311.2026591,68,32.177085876464844
1774901388.962545,69,31.572917938232422
1774901467.2758,70,32.302085876464844
1774901581.50677,71,32.645835876464844
1774901660.8158169,72,32.84375
1774901740.436417,73,32.4375
1774901820.179434,74,32.32291793823242
1774901901.772793,75,31.708332061767578
