Wall time,Step,Value
1774895637.243159,1,-0.0026647839695215225
1774895718.726618,2,-0.002508993726223707
1774895799.7150578,3,-0.002538349712267518
1774895882.815304,4,-0.003625927260145545
1774895964.5494149,5,-0.0036108067724853754
1774896060.921788,6,-0.0028843041509389877
1774896142.3943639,7,-0.003385137300938368
1774896223.3530638,8,-0.002960734535008669
1774896305.704866,9,-0.004250143654644489
1774896387.148958,10,-0.0035766144283115864
1774896495.871244,11,-0.003521016100421548
1774896574.53706,12,-0.0029074931517243385
1774896651.645707,13,-0.0023838782217353582
1774896728.996607,14,-0.003361761337146163
1774896805.441751,15,-0.0025713706854730844
1774896921.3344388,16,-0.003056631423532963
1774897002.7920818,17,-0.002929232083261013
1774897082.570095,18,-0.001789409201592207
1774897161.722351,19,-0.0026005012914538383
1774897243.234693,20,-0.0020264978520572186
1774897359.897417,21,-0.0029108431190252304
1774897439.604464,22,-0.0026616030372679234
1774897519.453367,23,-0.0027481538709253073
1774897599.130811,24,-0.0028197395149618387
1774897681.159507,25,-0.0038239946588873863
1774897796.363595,26,-0.0022941387724131346
1774897876.887425,27,-0.003456053091213107
1774897957.233262,28,-0.0029945308342576027
1774898037.089468,29,-0.0024652876891195774
1774898117.313766,30,-0.001471358584240079
1774898233.753313,31,-0.001733179553411901
1774898311.728203,32,-0.001946559059433639
1774898389.887386,33,-0.0019571734592318535
1774898466.509129,34,-0.002473692176863551
1774898545.069149,35,-0.0022166064009070396
1774898658.706974,36,-0.0007265623426064849
1774898736.22908,37,-0.0005508529720827937
1774898814.799351,38,-0.002157473238185048
1774898892.977204,39,-0.0016884864307940006
1774898971.555191,40,-0.0016977490158751607
1774899083.7281542,41,-0.0016494476003572345
1774899159.673734,42,-0.0020652832463383675
1774899236.8175979,43,-0.0017033754847943783
1774899312.7062058,44,-0.001187497517094016
1774899388.981436,45,-0.0016601220704615116
1774899501.447982,46,-0.0026742585469037294
1774899579.003804,47,-0.002307250862941146
1774899655.696893,48,-0.0010223948629572988
1774899732.6177979,49,-0.001551365596242249
1774899809.9216971,50,-0.0016636111540719867
1774899921.2856529,51,-0.0014147321926429868
1774899998.4486022,52,-0.002055027987807989
1774900075.099369,53,-0.001542295329272747
1774900152.607532,54,-0.0019524784293025732
1774900232.480287,55,-0.002417902695015073
1774900344.5108008,56,-0.0012701390078291297
1774900420.9682171,57,-0.0016606388380751014
1774900497.3464708,58,-0.0023878654465079308
1774900575.378135,59,-0.0007186332950368524
1774900655.422163,60,-0.0023515932261943817
1774900768.1923819,61,-0.0011718323221430182
1774900847.728778,62,-0.0022641958203166723
1774900926.77744,63,-0.002182384254410863
1774901007.230796,64,-0.0007818879676051438
1774901088.755857,65,-0.0011642087483778596
1774901202.822958,66,-0.0017077155644074082
1774901281.488269,67,-0.0016638942761346698
1774901360.01697,68,-0.0019917467143386602
1774901438.8913898,69,-0.0017871116288006306
1774901516.327264,70,-0.0019150904845446348
1774901630.944606,71,-0.002619712380692363
1774901710.4704762,72,-0.0016306559555232525
1774901789.824626,73,-0.0010015949374064803
1774901870.422749,74,-0.002299429150298238
